employee_id,employee_name,gender,dob,age,marital_status,city,state,phone,email,department_id,designation,education,experience_years,date_of_joining,employment_status,exit_date,monthly_basic_salary,satisfaction_score
EMP00325,Naveen Chopra,Other,1990-12-23,36,Divorced,Mumbai,Maharashtra,+918232911489,naveen.chopra49@gmail.com,DEP010,Consultant,PhD,26.4,2018-05-13,On Notice Period,,100000,4
EMP00326,Suresh Rao,Other,1995-09-28,31,Divorced,Delhi,Delhi,+916993972358,suresh.rao687@rediffmail.com,DEP002,Deputy General Manager,B.Tech,3.2,2023-01-16,Active,,45000,4
EMP00327,Shreya Singh,Female,2004-06-10,22,Single,Pune,Maharashtra,+917500287244,shreya.singh665@outlook.com,DEP006,Manager,Diploma,24.4,2019-05-04,Active,,130000,2
EMP00328,Vivaan Patel,Male,1969-01-08,57,Divorced,Noida,Uttar Pradesh,+916228918278,vivaan.patel900@gmail.com,DEP010,General Manager,MBA,16.8,2023-09-11,Active,,100000,4
EMP00329,Karan Patel,Male,1984-11-23,42,Married,Nagpur,Maharashtra,+918445344631,karan.patel501@hotmail.com,DEP008,Manager,B.Tech,3.3,2025-06-19,Resigned,,320000,2
EMP00330,Karan Yadav,Other,2002-01-28,24,Divorced,Chandigarh,Chandigarh,+918448704900,karan.yadav104@outlook.com,DEP002,Deputy General Manager,B.Com,3.1,2018-06-12,Active,,80000,5
EMP00331,Ritu Shetty,Female,1975-05-03,51,Married,Bengaluru,Karnataka,+916066148253,ritu.shetty377@hotmail.com,DEP006,Senior Analyst,PhD,6.6,2019-09-11,Active,,80000,4
EMP00332,Kavita Ghosh,Other,1978-09-15,48,Married,Chennai,Tamil Nadu,+916968561866,kavita.ghosh540@yahoo.com,DEP012,Team Lead,MBA,11.0,2021-01-18,On Notice Period,,45000,5
EMP00333,Saurabh Rao,Other,1979-11-22,47,Married,Delhi,Delhi,+919414946264,,DEP008,Manager,M.Sc,9.0,2024-10-02,Resigned,,100000,
EMP00334,Suresh Rao,Male,2002-10-17,24,Married,Surat,Gujarat,+919220827870,suresh.rao648@hotmail.com,DEP010,Senior Manager,M.Com,19.2,2019-12-27,Terminated,2023-07-30,130000,1
EMP00335,Meera Chopra,Female,2000-08-21,26,Single,Chennai,Tamil Nadu,+919653071657,meera.chopra766@gmail.com,DEP006,Consultant,B.A.,5.3,2015-09-02,Active,,130000,5
EMP00336,Shreya Singh,Female,1999-12-27,27,Single,Chandigarh,Chandigarh,+919242776105,shreya.singh561@outlook.com,DEP007,Associate,M.Com,10.0,2018-05-25,Terminated,2022-09-13,60000,5
EMP00337,Manish Mishra,Other,2003-03-26,23,Married,Nagpur,Maharashtra,+918292282724,manish.mishra330@yahoo.com,DEP012,Team Lead,M.Tech,15.5,2021-10-07,Resigned,,320000,2
EMP00338,Sanjay Iyer,Other,1990-02-13,36,Married,Nagpur,Maharashtra,+916621557199,sanjay.iyer553@rediffmail.com,DEP001,General Manager,MBA,10.4,2024-03-31,On Notice Period,,45000,2
EMP00339,Ritu Pillai,Other,1993-03-11,33,Married,Nagpur,Maharashtra,+919105557443,ritu.pillai352@hotmail.com,DEP009,Assistant Manager,MBA,9.8,2023-02-26,Active,,25000,2
EMP00340,Divya Mishra,Other,1968-04-14,58,Divorced,Surat,Gujarat,+917726825702,divya.mishra315@outlook.com,DEP009,Analyst,Diploma,17.0,2025-03-20,On Notice Period,,200000,2
EMP00341,Sneha Gupta,Female,1982-12-19,44,Single,Lucknow,Uttar Pradesh,+917195962763,sneha.gupta697@rediffmail.com,DEP011,Senior Analyst,MBA,12.8,2019-02-17,Active,,60000,4
EMP00342,Riya Agarwal,Female,1994-08-15,32,Single,Ahmedabad,Gujarat,+919242083293,riya.agarwal73@yahoo.com,DEP007,Intern,M.Tech,7.1,2018-03-29,Active,,25000,4
EMP00343,Saurabh Desai,Male,1982-04-23,44,Single,Coimbatore,Tamil Nadu,+917187442163,saurabh.desai873@outlook.com,DEP005,Assistant Manager,B.A.,16.1,2015-08-11,Active,,160000,1
EMP00344,Rahul Nair,Male,1995-09-15,31,Married,Ahmedabad,Gujarat,+918028298914,rahul.nair274@outlook.com,DEP004,Senior Manager,B.Tech,5.6,2017-10-26,Active,,200000,5
EMP00345,Sunita Iyer,Female,2002-08-28,24,Married,Chennai,Tamil Nadu,+916752279352,sunita.iyer41@rediffmail.com,DEP005,General Manager,PhD,23.6,2022-06-30,Active,,160000,1
EMP00346,Kavya Bose,Female,1968-11-10,58,Divorced,Surat,Gujarat,+918541477859,kavya.bose580@gmail.com,DEP007,Deputy General Manager,Diploma,3.5,2022-03-27,Resigned,,250000,
EMP00347,Sanjay Patel,Other,1997-06-17,29,Divorced,Ghaziabad,Uttar Pradesh,+917920533382,sanjay.patel369@rediffmail.com,DEP005,Manager,M.Tech,1.7,2020-01-07,Active,,45000,4
EMP00348,Rahul Desai,Other,2000-10-17,26,Married,Bengaluru,Karnataka,+916764084909,rahul.desai740@hotmail.com,DEP009,Team Lead,MBA,1.6,2022-07-26,Terminated,,25000,2
EMP00349,Saurabh Joshi,Other,1978-06-15,48,Married,Ghaziabad,Uttar Pradesh,+916530189929,saurabh.joshi693@outlook.com,DEP005,Consultant,M.Tech,11.1,2021-01-22,Active,,250000,3
EMP00350,Vikram Yadav,Other,1992-06-18,34,Single,Ghaziabad,Uttar Pradesh,+916130444109,vikram.yadav557@gmail.com,DEP004,Assistant Manager,B.Com,0.3,2015-01-26,On Notice Period,,200000,2
EMP00351,Aman Rao,Male,1981-12-04,45,Single,Delhi,Delhi,+919367663732,aman.rao41@rediffmail.com,DEP003,Team Lead,M.Tech,9.8,2019-10-05,Resigned,2023-01-01,250000,3
EMP00352,Divya Agarwal,Female,2005-09-16,21,Single,Nagpur,Maharashtra,+916509252093,divya.agarwal795@rediffmail.com,DEP005,Analyst,M.Com,2.9,2026-06-29,Resigned,,60000,3
EMP00353,Isha Shetty,Female,1981-01-28,45,Single,Jaipur,Rajasthan,+918723561123,isha.shetty410@hotmail.com,DEP009,Senior Associate,B.A.,13.0,2024-03-17,Active,,320000,1
EMP00354,Karan Menon,Other,1979-10-20,47,Married,Delhi,Delhi,+916564465934,karan.menon568@yahoo.com,DEP005,Executive,B.A.,13.0,2022-09-06,Terminated,,100000,4
EMP00355,Nisha Bansal,Female,1999-11-26,27,Single,Pune,Maharashtra,+919009185356,nisha.bansal662@rediffmail.com,DEP012,Intern,PhD,7.5,2019-05-19,On Notice Period,,25000,4
EMP00356,Aadhya Yadav,Female,1989-07-06,37,Single,Ahmedabad,Gujarat,+919830131268,aadhya.yadav895@rediffmail.com,DEP009,General Manager,B.Tech,6.1,2015-07-13,Active,,200000,2
EMP00357,RAHUL GUPTA,Male,1984-11-21,42,Divorced,Chennai,Tamil Nadu,+916935339999,rahul.gupta930@rediffmail.com,DEP007,Senior Associate,M.Tech,14.1,2021-09-14,Active,,45000,3
EMP00358,Rohan Shetty,Male,2001-02-21,25,Married,Kolkata,West Bengal,+917391831450,rohan.shetty200@rediffmail.com,DEP004,Manager,B.Com,15.1,2021-08-04,Resigned,2025-06-02,320000,1
EMP00359,Ramesh Nair,Male,1971-08-09,55,Married,Nagpur,Maharashtra,+917868909477,ramesh.nair930@rediffmail.com,DEP002,Vice President,MBA,6.6,2019-02-23,Resigned,2023-04-09,25000,3
EMP00360,Neha Chaudhary,Other,1971-10-04,55,Divorced,Chennai,Tamil Nadu,+918175025377,neha.chaudhary766@gmail.com,DEP005,Assistant Manager,M.Tech,29.6,2021-09-17,Resigned,2025-02-12,200000,
EMP00361,Vivaan Kapoor,Male,2004-05-04,22,Single,Surat,Gujarat,+919396361184,vivaan.kapoor650@yahoo.com,DEP008,Consultant,B.Sc,26.1,2022-01-08,On Notice Period,,130000,4
EMP00362,Manish Reddy,Male,1994-05-08,32,Married,Lucknow,Uttar Pradesh,+919743214614,manish.reddy516@rediffmail.com,DEP006,Executive,B.Com,20.5,2017-05-06,Resigned,2021-12-01,80000,5
EMP00363,Deepak Rao,Male,1968-07-15,58,Divorced,Hyderabad,Telangana,+919445142157,deepak.rao489@hotmail.com,DEP011,Deputy General Manager,M.Com,16.2,2023-03-15,Active,,320000,2
EMP00364,Anjali Yadav,Other,1984-04-08,42,Divorced,Chandigarh,Chandigarh,+916175999218,anjali.yadav180@rediffmail.com,DEP007,Vice President,M.Tech,10.2,2016-06-20,On Notice Period,,25000,1
EMP00365,Manish Pillai,Male,1997-12-04,17,Married,Ahmedabad,Gujarat,+918932609695,manish.pillai338@hotmail.com,DEP010,Consultant,B.A.,13.9,2023-08-24,Active,,100000,1
EMP00366,Aditya Mishra,Male,1984-10-01,42,Divorced,Ghaziabad,Uttar Pradesh,+919227503922,aditya.mishra395@hotmail.com,DEP005,General Manager,Diploma,3.7,2018-04-30,Active,,160000,1
EMP00367,Kavya Verma,Female,1994-05-02,32,Married,Coimbatore,Tamil Nadu,+918832489883,kavya.verma456@rediffmail.com,DEP001,Executive,B.Sc,7.4,2018-10-20,Active,,80000,1
EMP00368,Anjali Kapoor,Other,1973-07-02,53,Divorced,Lucknow,Uttar Pradesh,+91-268028,anjali.kapoor38@gmail.com,DEP010,Vice President,B.Sc,3.8,2023-09-08,Active,,160000,3
EMP00369,Aditya Kapoor,Other,1968-11-23,58,Single,Ghaziabad,Uttar Pradesh,+916903618672,aditya.kapoor107@hotmail.com,DEP004,Assistant Manager,PhD,12.3,2017-11-14,Active,,200000,5
EMP00370,Myra Bansal,Female,1982-01-24,44,Married,Indore,Madhya Pradesh,+91-801982,myra.bansal252@rediffmail.com,DEP004,Senior Analyst,M.Com,21.7,2018-05-02,Active,,60000,2
EMP00371,Krishna Chaudhary,Male,1982-06-07,44,Married,Chennai,Tamil Nadu,+917990612149,krishna.chaudhary380@outlook.com,DEP012,General Manager,B.Com,21.9,2020-10-10,Resigned,,60000,1
EMP00372,Karan Malhotra,Other,1971-05-16,55,Single,Surat,Gujarat,+919468582607,karan.malhotra396@hotmail.com,DEP004,Analyst,B.Tech,22.1,2017-12-30,Active,,250000,2
EMP00373,Gaurav Chaudhary,Male,2005-06-20,21,Married,Jaipur,Rajasthan,+91-411535,gaurav.chaudhary591@outlook.com,DEP009,Senior Analyst,B.Com,5.1,2018-05-06,Active,,80000,1
EMP00374,Deepak Desai,Male,2000-02-05,26,Divorced,Surat,Gujarat,+917168453860,deepak.desai911@yahoo.com,DEP008,Team Lead,B.A.,15.9,2015-03-20,Active,,45000,4
EMP00375,Vivaan Verma,Male,1988-09-20,38,Divorced,Chandigarh,Chandigarh,+917169597905,vivaan.verma283@rediffmail.com,DEP007,Intern,B.A.,4.6,2023-10-14,On Notice Period,,60000,
EMP00376,Karan Chopra,Male,1998-01-01,28,Single,Mumbai,Maharashtra,+918122728414,karan.chopra24@rediffmail.com,DEP009,Assistant Manager,B.Com,25.4,2017-01-10,Terminated,2023-06-14,130000,4
EMP00377,Kritika Sharma,Other,1972-12-05,54,Divorced,Ahmedabad,Gujarat,+917748235928,kritika.sharma308@yahoo.com,DEP003,General Manager,MBA,21.5,2026-06-22,On Notice Period,,250000,1
EMP00378,Ramesh Rao,Other,1983-01-12,43,Married,Jaipur,Rajasthan,+918737824299,ramesh.rao686@rediffmail.com,DEP001,Senior Analyst,PhD,7.2,2021-10-23,Active,,45000,3
EMP00379,Sneha Bose,Other,2004-11-01,22,Single,Kolkata,West Bengal,+917151236143,sneha.bose945@rediffmail.com,DEP010,Senior Manager,PhD,2.2,2022-10-31,Active,,320000,2
EMP00380,Aman Agarwal,Male,1972-01-24,54,Divorced,Jaipur,Rajasthan,+917408095399,aman.agarwalyahoo.com,DEP008,Associate,B.Sc,13.9,2022-08-24,Active,,130000,1
EMP00381,Ananya Agarwal,Female,1993-06-16,33,Divorced,Chennai,Tamil Nadu,+916724781127,ananya.agarwal240@gmail.com,DEP008,Vice President,B.Tech,26.7,2018-06-10,Active,,35000,3
EMP00382,Riya Joshi,Female,1986-11-01,40,Single,Chandigarh,Chandigarh,+916686785512,riya.joshi575@gmail.com,DEP007,Deputy General Manager,M.Tech,12.0,2019-12-22,Resigned,,25000,5
EMP00383,RIYA BANSAL,Other,1993-08-03,33,Married,Delhi,Delhi,+916002702003,riya.bansal928@yahoo.com,DEP001,Analyst,B.Sc,24.4,2021-03-08,Active,,320000,5
EMP00384,Priya Ghosh,Other,1979-03-26,47,Single,Bengaluru,Karnataka,+918244865583,priya.ghosh962@yahoo.com,DEP004,Vice President,B.Com,16.0,2018-02-07,Resigned,2024-05-19,250000,4
EMP00385,Ishaan Ghosh,Other,1979-09-13,47,Divorced,Bengaluru,Karnataka,+917309152719,ishaan.ghosh722@gmail.com,DEP001,Deputy General Manager,B.A.,14.4,2018-04-28,Terminated,2018-11-23,130000,2
EMP00386,Manish Verma,Other,2004-05-09,22,Single,Hyderabad,Telangana,+917640081132,manish.verma734@yahoo.com,DEP005,Executive,B.A.,25.4,2018-08-28,Active,,80000,3
EMP00387,Manish Kumar,Other,1973-07-15,53,Divorced,Chennai,Tamil Nadu,+916195423948,manish.kumar4@rediffmail.com,DEP005,Associate,B.Sc,16.4,2023-04-06,Active,,25000,4
EMP00388,Diya Kumar,Female,1978-09-13,48,Divorced,Delhi,Delhi,+919979328884,diya.kumar147@yahoo.com,DEP003,Senior Analyst,B.A.,26.8,2020-10-08,Active,,320000,3
EMP00389,Ananya Rao,Female,1973-02-02,53,Married,Ghaziabad,Uttar Pradesh,+916963724627,ananya.rao588@yahoo.com,DEP011,Vice President,B.Tech,20.4,2024-11-25,Active,,160000,5
EMP00390,Anjali Iyer,Female,1976-02-25,50,Divorced,Chandigarh,Chandigarh,+919889936036,anjali.iyer152@gmail.com,DEP009,General Manager,M.Tech,4.4,2025-08-19,Active,,25000,2
EMP00391,Ishaan Agarwal,Male,1992-03-23,34,Single,Kolkata,West Bengal,+916262241000,ishaan.agarwal317@gmail.com,DEP008,Senior Analyst,PhD,16.3,2019-07-24,Active,,320000,3
EMP00392,Rahul Patel,Other,1996-09-07,30,Single,Chennai,Tamil Nadu,+919652321372,rahul.patel914@rediffmail.com,DEP005,Manager,B.Sc,11.7,2024-04-07,Active,,250000,1
EMP00393,Vivaan Chopra,Male,1988-07-03,38,Single,Chandigarh,Chandigarh,+919095892921,vivaan.chopra849@outlook.com,DEP008,Manager,B.A.,27.9,2024-06-02,On Notice Period,,320000,4
EMP00394,Deepak Joshi,Other,1973-04-08,16,Divorced,Kolkata,West Bengal,+919458893658,deepak.joshi386@hotmail.com,DEP005,Senior Analyst,M.Tech,11.2,2023-01-08,On Notice Period,,80000,5
EMP00395,Anjali Nair,Female,1981-10-13,45,Divorced,Pune,Maharashtra,+919359290457,anjali.nair194@yahoo.com,DEP001,Assistant Manager,M.Sc,13.3,2016-08-19,Active,,100000,5
EMP00396,Ananya Bansal,Female,1994-11-09,32,Single,Coimbatore,Tamil Nadu,+918960071466,ananya.bansal936@hotmail.com,DEP011,Manager,M.Com,28.3,2023-06-28,Active,,35000,5
EMP00397,  Deepak Iyer  ,Male,1998-04-04,28,Single,Ahmedabad,Gujarat,+918195373998,deepak.iyer382@rediffmail.com,DEP003,Team Lead,M.Tech,28.4,2022-08-29,Active,,80000,1
EMP00398,Manish Reddy,Other,1994-02-27,32,Single,Hyderabad,Telangana,+917109701614,manish.reddy171@gmail.com,DEP008,Assistant Manager,Diploma,40.3,2019-08-13,Active,,60000,3
EMP00399,Reyansh Ghosh,Other,1977-11-28,49,Single,Ghaziabad,Uttar Pradesh,+917035518306,reyansh.ghosh207@yahoo.com,DEP005,Analyst,B.Com,20.5,2019-07-10,On Notice Period,,35000,5
EMP00400,Gaurav Rao,Male,1994-09-28,17,Single,Kolkata,West Bengal,+919418128823,gaurav.rao819@outlook.com,DEP011,General Manager,B.Com,3.5,2018-04-16,Resigned,2019-09-01,45000,4
EMP00401,Sneha Agarwal,Other,1974-07-10,52,Married,Chennai,Tamil Nadu,+917455682176,,DEP002,Analyst,PhD,12.9,2024-05-16,Active,,130000,2
EMP00402,Suresh Mishra,Male,1990-11-08,36,Single,Nagpur,Maharashtra,+917806054588,suresh.mishra279@outlook.com,DEP008,Manager,B.Com,7.6,2025-06-16,On Notice Period,,25000,2
EMP00403,Divya Pillai,Other,1966-03-07,60,Divorced,Delhi,Delhi,+917668838361,divya.pillai965@outlook.com,DEP011,Assistant Manager,Diploma,25.4,2025-05-24,Active,,60000,5
EMP00404,Rahul Joshi,Male,1998-01-28,28,Married,Noida,Uttar Pradesh,+916213024371,rahul.joshi690@rediffmail.com,DEP011,Intern,MBA,19.1,2017-03-27,Active,,200000,3
EMP00405,Sneha Joshi,Female,1984-11-24,42,Married,Ahmedabad,Gujarat,+916427873891,sneha.joshi337@yahoo.com,DEP009,Intern,M.Com,14.2,2021-05-14,Active,,130000,3
EMP00406,Manish Patel,Male,1995-04-17,31,Single,Jaipur,Rajasthan,+919501817215,manish.patel710@rediffmail.com,DEP006,Senior Associate,B.Com,27.1,2024-05-24,Resigned,,45000,2
EMP00407,Anil Verma,Other,1977-10-11,49,Married,Coimbatore,Tamil Nadu,+919264078997,anil.verma115@outlook.com,DEP012,Senior Associate,M.Com,15.7,2024-08-16,Active,,45000,4
EMP00408,Sneha Kumar,Other,1992-09-21,34,Divorced,Bengaluru,Karnataka,+918573669765,sneha.kumar667@rediffmail.com,DEP012,Consultant,M.Tech,26.5,2022-01-30,Active,,130000,1
EMP00409,Manish Rao,Male,1993-11-19,33,Single,Lucknow,Uttar Pradesh,453648628020958,manish.rao239@gmail.com,DEP007,Associate,M.Com,8.8,2023-04-24,Active,,250000,5
EMP00410,Meera Pillai,Female,1976-03-20,50,Married,Jaipur,Rajasthan,+916730650019,meera.pillai290@yahoo.com,DEP011,Team Lead,B.Com,16.2,2016-09-16,Active,,200000,1
EMP00411,Meera Joshi,Female,2005-03-01,21,Divorced,Ghaziabad,Uttar Pradesh,+919148564302,meera.joshi732@gmail.com,DEP001,Associate,B.Com,1.3,2023-09-25,Resigned,2024-10-28,320000,1
EMP00412,Nisha Agarwal,Female,1986-09-08,40,Married,Ahmedabad,Gujarat,+919959440340,nisha.agarwal306@gmail.com,DEP005,Deputy General Manager,M.Tech,21.8,2020-10-19,Active,,130000,5
EMP00413,Aman Menon,Male,1978-10-10,48,Married,Hyderabad,Telangana,+919865747357,aman.menon980@rediffmail.com,DEP007,Team Lead,B.A.,18.4,2016-06-25,On Notice Period,,250000,1
EMP00414,Sunita Reddy,Female,1998-11-12,28,Divorced,Kolkata,West Bengal,+917966371844,sunita.reddy521@rediffmail.com,DEP002,Intern,B.Com,12.0,2023-05-24,Terminated,,25000,4
EMP00415,Divya Kumar,Female,1974-06-28,52,Single,Lucknow,Uttar Pradesh,+918150237127,divya.kumar749@rediffmail.com,DEP004,Senior Manager,B.Sc,7.6,2020-01-22,Active,,45000,2
EMP00416,Rahul Rao,Other,1990-11-04,36,Divorced,Jaipur,Rajasthan,+918627183012,rahul.rao561@outlook.com,DEP006,Vice President,M.Com,1.4,2015-07-20,Active,,25000,5
EMP00417,Shreya Patel,Other,1994-12-15,32,Divorced,Coimbatore,Tamil Nadu,+918860120959,shreya.patel329@yahoo.com,DEP003,Analyst,B.Tech,21.3,2023-12-11,Active,,160000,4
EMP00418,Ishaan Ghosh,Other,1996-06-17,30,Divorced,Lucknow,Uttar Pradesh,+918139358509,ishaan.ghosh873@outlook.com,DEP012,Vice President,M.Tech,3.7,2015-11-07,Resigned,2019-09-30,130000,4
EMP00419,Naveen Agarwal,Male,1986-09-02,40,Divorced,Nagpur,Maharashtra,+918497591753,naveen.agarwal745@rediffmail.com,DEP003,Associate,B.A.,3.5,2026-02-08,Active,,130000,2
EMP00420,Myra Singh,Female,2002-05-16,24,Married,Jaipur,Rajasthan,,,DEP012,Vice President,B.A.,22.9,2026-03-13,Active,,160000,2
EMP00421,Anjali Gupta,Other,1985-09-28,41,Married,Ghaziabad,Uttar Pradesh,+918080815798,anjali.gupta441@gmail.com,DEP003,Assistant Manager,M.Sc,4.3,2023-12-17,Resigned,2026-03-05,320000,5
EMP00422,Arjun Malhotra,Other,1990-11-28,36,Single,Indore,Madhya Pradesh,+917440438878,arjun.malhotra275@rediffmail.com,DEP008,Executive,B.Tech,8.8,2017-06-06,Terminated,2023-11-08,25000,4
EMP00423,Nisha Rao,Female,1994-12-04,32,Single,Ghaziabad,Uttar Pradesh,+917373329417,nisha.rao855@yahoo.com,DEP009,Vice President,Diploma,24.9,2018-10-07,Active,,35000,3
EMP00424,Arjun Rao,Other,1991-12-13,35,Married,Pune,Maharashtra,+917375058686,arjun.rao569@gmail.com,DEP007,Senior Manager,B.Sc,21.6,2015-05-08,Active,,100000,4
EMP00425,Aadhya Chopra,Other,1984-09-09,42,Single,Ahmedabad,Gujarat,999755599425489,aadhya.chopra192@gmail.com,DEP009,Executive,B.A.,19.0,2024-09-25,Terminated,2025-03-13,60000,5
EMP00426,Reyansh Yadav,Male,1988-01-12,38,Married,Surat,Gujarat,+916654751256,reyansh.yadav367@outlook.com,DEP008,Intern,M.Com,1.0,2025-12-04,Active,,250000,5
EMP00427,Suresh Desai,Male,1999-10-15,27,Divorced,Pune,Maharashtra,+916702673462,suresh.desai893@hotmail.com,DEP002,Vice President,B.Com,8.9,2020-07-03,Active,,80000,5
EMP00428,Shreya Shetty,Female,1985-09-11,41,Divorced,Coimbatore,Tamil Nadu,+919353707271,shreya.shetty675@yahoo.com,DEP002,Associate,B.A.,7.0,2016-04-11,Active,,200000,5
EMP00429,arjun desai,Other,2004-10-01,22,Married,Mumbai,Maharashtra,+917816161192,arjun.desai781@gmail.com,DEP009,General Manager,B.Com,15.0,2015-01-20,Active,,35000,4
EMP00430,Karan Agarwal,Male,1990-01-13,36,Single,Ghaziabad,Uttar Pradesh,+916601028710,karan.agarwal235@rediffmail.com,DEP003,Assistant Manager,Diploma,5.0,2026-01-27,Active,,160000,5
EMP00431,Arjun Bansal,Other,1978-01-04,48,Single,Bengaluru,Karnataka,+919855382924,arjun.bansal163@hotmail.com,DEP003,Executive,PhD,28.9,2024-01-29,Resigned,,60000,3
EMP00432,Nisha Singh,Female,1966-04-21,60,Divorced,Surat,Gujarat,+916326639017,nisha.singh589@hotmail.com,DEP007,Team Lead,M.Sc,25.1,2024-07-30,On Notice Period,,160000,5
EMP00433,Myra Nair,Other,1986-12-12,40,Single,Chennai,Tamil Nadu,+91-844933,myra.nair822@rediffmail.com,DEP007,Senior Manager,MBA,14.6,2023-02-19,Resigned,,45000,1
EMP00434,Suresh Malhotra,Other,1988-11-18,38,Single,Indore,Madhya Pradesh,+917501361367,suresh.malhotra196@hotmail.com,DEP011,Senior Manager,M.Tech,29.5,2019-04-12,Resigned,2022-01-18,200000,5
EMP00435,Saanvi Ghosh,Female,1967-11-09,59,Single,Mumbai,Maharashtra,+916945584874,saanvi.ghosh862@outlook.com,DEP001,Analyst,M.Sc,18.4,2021-01-12,Resigned,2021-04-16,200000,1
EMP00436,Krishna Patel,Male,1977-10-05,49,Married,Noida,Uttar Pradesh,+917148010862,krishna.patel878@yahoo.com,DEP008,Vice President,B.Sc,12.6,2017-08-26,On Notice Period,,25000,5
EMP00437,Sneha Nair,Female,2002-05-21,24,Married,Lucknow,Uttar Pradesh,+919752196970,sneha.nair819@gmail.com,DEP004,General Manager,M.Tech,27.6,2019-06-13,Active,,320000,4
EMP00438,Anil Kumar,Male,1989-01-19,37,Married,Delhi,Delhi,+917485174951,anil.kumar@hotmail,DEP007,Consultant,M.Com,16.6,2019-04-09,On Notice Period,,80000,5
EMP00439,Riya Agarwal,Female,2002-10-06,24,Married,Chandigarh,Chandigarh,+916928196852,riya.agarwal514@yahoo.com,DEP007,Intern,B.Tech,21.6,2019-12-01,Active,,200000,3
EMP00440,Anil Kumar,Male,1975-05-12,51,Married,Jaipur,Rajasthan,+919211130282,anil.kumar609@gmail.com,DEP012,Vice President,Diploma,27.5,2019-04-08,Active,,35000,3
EMP00441,Reyansh Desai,Male,1992-05-01,34,Married,Chandigarh,Chandigarh,5167594,reyansh.desai329@gmail.com,DEP005,Associate,M.Tech,24.0,2022-02-16,Terminated,2024-05-28,160000,4
EMP00442,Vivaan Yadav,Male,1990-10-02,36,Married,Jaipur,Rajasthan,+916804562867,vivaan.yadav305@yahoo.com,DEP007,Executive,MBA,9.9,2015-07-18,Active,,200000,3
EMP00443,Riya Singh,Other,1967-07-22,59,Single,Surat,Gujarat,+919014553708,riya.singh234@hotmail.com,DEP003,Consultant,B.Sc,24.8,2018-12-17,Terminated,2023-05-03,200000,5
EMP00444,Karan Rao,Other,2005-07-26,21,Married,Chandigarh,Chandigarh,+918311531804,karan.rao722@gmail.com,DEP005,Consultant,M.Sc,9.2,2021-01-15,Active,,320000,4
EMP00445,Anil Singh,Male,1985-04-12,41,Divorced,Chandigarh,Chandigarh,69681,anil.singh595@yahoo.com,DEP012,Senior Analyst,M.Sc,25.5,2020-05-18,Active,,100000,5
EMP00446,Meera Chaudhary,Female,1975-03-19,51,Single,Mumbai,Maharashtra,+916606534819,meera.chaudhary391@outlook.com,DEP003,General Manager,PhD,24.1,2021-11-29,Active,,45000,3
EMP00447,Rekha Bose,Other,1977-03-15,49,Married,Indore,Madhya Pradesh,+917580873015,rekha.bose134@hotmail.com,DEP006,Team Lead,B.Sc,29.0,2018-06-27,Active,,25000,4
EMP00448,Riya Kapoor,Female,1988-07-12,38,Single,Indore,Madhya Pradesh,+918380406562,riya.kapoor938@outlook.com,DEP004,Deputy General Manager,M.Sc,22.0,2017-10-24,Active,,100000,4
EMP00449,manish yadav,Male,1986-06-20,40,Married,Hyderabad,Telangana,+918832227707,,DEP009,Team Lead,B.A.,18.0,2018-05-21,Active,,60000,3
EMP00450,Nikhil Chopra,Male,1994-03-17,32,Married,Nagpur,Maharashtra,604366673815391,nikhil.chopra443@rediffmail.com,DEP002,Associate,PhD,3.3,2019-12-15,Resigned,2020-04-27,250000,2
EMP00451,Sanjay Menon,Male,2003-02-05,23,Single,Mumbai,Maharashtra,+916638730236,sanjay.menon366@yahoo.com,DEP006,General Manager,MBA,28.6,2021-03-16,On Notice Period,,320000,2
EMP00452,Kritika Reddy,Other,1968-05-16,58,Married,Ghaziabad,Uttar Pradesh,+917991100704,kritika.reddy48@gmail.com,DEP003,Vice President,M.Sc,25.1,2025-12-30,Resigned,,200000,3
EMP00453,Saanvi Desai,Female,1975-07-05,51,Married,Ahmedabad,Gujarat,+919078900845,saanvi.desai30@outlook.com,DEP007,Manager,M.Tech,18.5,2016-07-08,Resigned,2021-03-05,320000,4
EMP00454,Vivaan Verma,Male,1986-12-12,40,Married,Mumbai,Maharashtra,+916345220853,vivaan.verma608@hotmail.com,DEP007,Senior Analyst,MBA,26.3,2019-07-01,Active,,320000,4
EMP00455,Pooja Singh,Other,1989-07-02,37,Divorced,Jaipur,Rajasthan,+916930056244,pooja.singh716@yahoo.com,DEP009,General Manager,M.Sc,11.7,2024-02-02,Terminated,,130000,1
EMP00456,Krishna Yadav,Male,1980-07-19,46,Married,Lucknow,Uttar Pradesh,+918108343720,krishna.yadavhotmail.com,DEP007,General Manager,M.Tech,15.2,2024-02-24,Active,,35000,3
EMP00457,Deepak Nair,Male,1975-06-02,51,Married,Coimbatore,Tamil Nadu,+919130070249,deepak.nair143@gmail.com,DEP012,Team Lead,B.Com,0.5,2025-02-01,Active,,160000,2
EMP00458,Nisha Menon,Female,1983-11-19,43,Divorced,Bengaluru,Karnataka,+916711202248,nisha.menon636@outlook.com,DEP004,Vice President,M.Tech,21.7,2022-12-14,Active,,80000,3
EMP00459,Manish Gupta,Male,1996-09-19,30,Married,Hyderabad,Telangana,+919610077133,manish.gupta473@hotmail.com,DEP012,Vice President,B.Com,3.5,2017-09-19,Active,,80000,1
